2,3,B
4,2,W
5,5,B
4,5,W
5,4,B
2,4,W
4,6,B
6,5,W
7,5,B
7,6,W
6,4,B
6,3,W
7,4,B
2,2,W
6,2,B
7,3,W
1,2,B
5,1,W
2,1,B
1,1,W
0,1,B
0,0,W
6,1,B
7,1,W
4,0,B
4,1,W
5,3,B
3,1,W
1,5,B
0,3,W
2,0,B
3,0,W
6,6,B
0,2,W
6,0,B
5,7,W
6,7,B
1,0,W
4,7,B
3,7,W
2,7,B
7,7,W
5,6,B
5,0,W
3,5,B
3,2,W
5,2,B
7,2,W
7,0,B
1,7,W
1,4,W
2,5,B
0,6,W
0,4,B
2,6,W
1,6,B
1,3,W
0,7,B
0,5,W
3,6,B
